gene_a.identifier,gene_a.name,gene_b.identifier,gene_b.name,cancer
55899,HCRT,90465,TPSAB1,LAML
56318,CD22,25943,STMN1,LAML
56318,CD22,12683,SLC5A5,LAML
56318,CD22,71820,FABP4,LAML
56318,CD22,55198,CSNK1G2,LAML
56318,CD22,57373,JAK3,LAML
56318,CD22,73995,LIG1,LAML
56318,CD22,52225,TYK2,LAML
56318,CD22,59765,LCK,LAML
56318,CD22,63493,PRKAA1,LAML
56318,CD22,93822,SLC16A5,LAML
56318,CD22,90465,TPSAB1,LAML
56805,VAMP3,10799,PTAR1,LAML
57373,JAK3,88635,NAMPT,LAML
57373,JAK3,17170,MCAT,LAML
57986,VPS52,50638,RAB1B,LAML
57986,VPS52,10799,PTAR1,LAML
57986,VPS52,29430,RAB1A,LAML
58262,ZFAT,10799,PTAR1,LAML
59492,PLA2G4C,63493,PRKAA1,LAML
59492,PLA2G4C,12683,SLC5A5,LAML
59492,PLA2G4C,55083,TST,LAML
59765,LCK,13799,PIM1,LAML
59765,LCK,38962,PTK6,LAML
59765,LCK,47636,TOP1,LAML
59765,LCK,42728,LTB4R,LAML
59765,LCK,42330,MASP2,LAML
59765,LCK,2724,PKLR,LAML
59765,LCK,26824,MAP3K8,LAML
59765,LCK,61862,MCL1,LAML
59765,LCK,7822,OXT,LAML
59765,LCK,52225,TYK2,LAML
59765,LCK,74469,NOS2,LAML
59765,LCK,22800,PIK3C2B,LAML
59765,LCK,87216,PIM2,LAML
59765,LCK,73856,MAPK12,LAML
59765,LCK,32163,MAP2K7,LAML
60563,CA9,55899,HCRT,LAML
60563,CA9,38662,PIK3CG,LAML
60563,CA9,41417,IL12A,LAML
61417,JTB,10799,PTAR1,LAML
61417,JTB,29430,RAB1A,LAML
61862,MCL1,37681,PRKAR1A,LAML
61862,MCL1,63493,PRKAA1,LAML
61862,MCL1,25943,STMN1,LAML
61862,MCL1,38662,PIK3CG,LAML
62070,BSG,30188,NDUFB1,LAML
63218,KCNQ4,7476,PPP1CC,LAML
63218,KCNQ4,52722,MAP3K10,LAML
63218,KCNQ4,43115,PTPRZ1,LAML
63218,KCNQ4,46714,KDM1A,LAML
63218,KCNQ4,78927,NT5M,LAML
63218,KCNQ4,91579,MAPKAPK2,LAML
63476,BCAT2,94780,PRODH,LAML
63476,BCAT2,68307,POMC,LAML
63476,BCAT2,31227,PARP1,LAML
63476,BCAT2,32163,MAP2K7,LAML
63476,BCAT2,71820,FABP4,LAML
63476,BCAT2,88859,SRC,LAML
63476,BCAT2,32766,LTC4S,LAML
63476,BCAT2,19064,BCL2L1,LAML
63476,BCAT2,2524,FGFR2,LAML
63476,BCAT2,69689,CSK,LAML
63476,BCAT2,72933,RPS6KA4,LAML
63476,BCAT2,38962,PTK6,LAML
63476,BCAT2,53092,SLC16A8,LAML
63476,BCAT2,52225,TYK2,LAML
63476,BCAT2,95185,CNTFR,LAML
63476,BCAT2,43050,DMPK,LAML
63476,BCAT2,12683,SLC5A5,LAML
63476,BCAT2,37441,CDK5,LAML
63476,BCAT2,55810,PRKDC,LAML
63476,BCAT2,17121,MMP25,LAML
63493,PRKAA1,43474,RPS6KA2,LAML
63493,PRKAA1,90465,TPSAB1,LAML
63493,PRKAA1,35301,RET,LAML
63839,FBXO8,10799,PTAR1,LAML
64034,KSR1,51663,MAP2K2,LAML
64034,KSR1,12970,TK1,LAML
64034,KSR1,19193,LARS2,LAML
64034,KSR1,93822,SLC16A5,LAML
64034,KSR1,88635,NAMPT,LAML
64562,DNMT1,3294,PLA2G2E,LAML
64562,DNMT1,68194,PRKCZ,LAML
64562,DNMT1,52722,MAP3K10,LAML
64828,PPME1,7159,TMEM165,LAML
65013,CKM,32163,MAP2K7,LAML
65013,CKM,44340,RELA,LAML
65013,CKM,78202,XIAP,LAML
65013,CKM,36615,EPHA2,LAML
65013,CKM,39596,PTPRJ,LAML
65013,CKM,38662,PIK3CG,LAML
65458,SPHK1,88859,SRC,LAML
65678,MST1R,90465,TPSAB1,LAML
65678,MST1R,47636,TOP1,LAML
65678,MST1R,68194,PRKCZ,LAML
65678,MST1R,55083,TST,LAML
65678,MST1R,28733,PRKCA,LAML
65731,APEX1,55810,PRKDC,LAML
65731,APEX1,46130,BRCA2,LAML
65731,APEX1,76660,ATR,LAML
65731,APEX1,31300,MAP3K5,LAML
65731,APEX1,46366,GPX1,LAML
65731,APEX1,31227,PARP1,LAML
65731,APEX1,3375,ATM,LAML
65731,APEX1,47088,ILK,LAML
68194,PRKCZ,43115,PTPRZ1,LAML
68194,PRKCZ,12970,TK1,LAML
68194,PRKCZ,72207,PTPRE,LAML
68194,PRKCZ,16910,TSPO,LAML
68307,POMC,12970,TK1,LAML
68307,POMC,53092,SLC16A8,LAML
68307,POMC,38962,PTK6,LAML
68315,EXOC4,10799,PTAR1,LAML
68398,GRM2,72612,ITGA6,LAML
68398,GRM2,70890,PTGIR,LAML
68398,GRM2,70281,NAGK,LAML
68398,GRM2,19193,LARS2,LAML
68398,GRM2,52722,MAP3K10,LAML
68398,GRM2,1483,PIK3CD,LAML
69689,CSK,43327,HCRTR1,LAML
69689,CSK,1483,PIK3CD,LAML
69689,CSK,38662,PIK3CG,LAML
69689,CSK,93772,GALK1,LAML
69689,CSK,53092,SLC16A8,LAML
69689,CSK,12970,TK1,LAML
69689,CSK,68307,POMC,LAML
69689,CSK,51663,MAP2K2,LAML
69894,SYPL1,10799,PTAR1,LAML
69903,BRD2,37441,CDK5,LAML
69903,BRD2,42330,MASP2,LAML
69903,BRD2,87320,DCXR,LAML
69903,BRD2,31427,CARM1,LAML
69903,BRD2,69689,CSK,LAML
69903,BRD2,73780,FGFR3,LAML
69903,BRD2,76564,MAP2K5,LAML
69903,BRD2,48881,CYP4F12,LAML
69903,BRD2,17121,MMP25,LAML
69903,BRD2,52897,UCK2,LAML
70281,NAGK,68866,TXN,LAML
70281,NAGK,38662,PIK3CG,LAML
70281,NAGK,1483,PIK3CD,LAML
70546,TMED2,10799,PTAR1,LAML
70546,TMED2,29430,RAB1A,LAML
70642,CDKN1A,93822,SLC16A5,LAML
70642,CDKN1A,65678,MST1R,LAML
70642,CDKN1A,12970,TK1,LAML
70642,CDKN1A,74469,NOS2,LAML
70642,CDKN1A,46714,KDM1A,LAML
70642,CDKN1A,32163,MAP2K7,LAML
70642,CDKN1A,43474,RPS6KA2,LAML
70642,CDKN1A,23438,GPI,LAML
70642,CDKN1A,53736,PRKCD,LAML
70642,CDKN1A,43050,DMPK,LAML
70642,CDKN1A,46366,GPX1,LAML
70642,CDKN1A,47636,TOP1,LAML
70642,CDKN1A,63493,PRKAA1,LAML
70642,CDKN1A,59765,LCK,LAML
70642,CDKN1A,12455,EHMT2,LAML
70642,CDKN1A,7476,PPP1CC,LAML
71129,AXL,1483,PIK3CD,LAML
71129,AXL,32163,MAP2K7,LAML
71129,AXL,65458,SPHK1,LAML
71129,AXL,19296,BIRC5,LAML
71129,AXL,73127,CSF3R,LAML
71129,AXL,20294,CAMK2B,LAML
71129,AXL,35992,FN3K,LAML
71129,AXL,52225,TYK2,LAML
71129,AXL,48881,CYP4F12,LAML
71129,AXL,69903,BRD2,LAML
71129,AXL,55083,TST,LAML
71406,CDK2,50290,CRYBB1,LAML
71406,CDK2,78733,HCK,LAML
71406,CDK2,42728,LTB4R,LAML
71406,CDK2,70281,NAGK,LAML
71406,CDK2,85047,GRIK5,LAML
71406,CDK2,10708,CYP11B2,LAML
71406,CDK2,93935,NPR1,LAML
71406,CDK2,76564,MAP2K5,LAML
71406,CDK2,43783,MAP3K4,LAML
71406,CDK2,43115,PTPRZ1,LAML
71406,CDK2,85188,PIK3CA,LAML
71406,CDK2,48383,ERBB4,LAML
71459,NR5A1,89194,P2RY6,LAML
71459,NR5A1,68194,PRKCZ,LAML
71459,NR5A1,25943,STMN1,LAML
71820,FABP4,31300,MAP3K5,LAML
71820,FABP4,38662,PIK3CG,LAML
71820,FABP4,82758,HMGCR,LAML
71820,FABP4,93822,SLC16A5,LAML
71820,FABP4,65678,MST1R,LAML
71820,FABP4,53092,SLC16A8,LAML
71820,FABP4,48812,NTRK1,LAML
71820,FABP4,61862,MCL1,LAML
71820,FABP4,93772,GALK1,LAML
71820,FABP4,32163,MAP2K7,LAML
71820,FABP4,84228,NDUFA4,LAML
71820,FABP4,2964,XPO1,LAML
71820,FABP4,37681,PRKAR1A,LAML
71820,FABP4,78202,XIAP,LAML
71820,FABP4,4073,KCNA3,LAML
71820,FABP4,12970,TK1,LAML
71820,FABP4,22800,PIK3C2B,LAML
71820,FABP4,70890,PTGIR,LAML
71820,FABP4,7822,OXT,LAML
72207,PTPRE,43474,RPS6KA2,LAML
72207,PTPRE,12683,SLC5A5,LAML
72207,PTPRE,88859,SRC,LAML
72585,UBE4B,7159,TMEM165,LAML
72612,ITGA6,38662,PIK3CG,LAML
72612,ITGA6,72207,PTPRE,LAML
72612,ITGA6,7822,OXT,LAML
72612,ITGA6,73856,MAPK12,LAML
72612,ITGA6,43783,MAP3K4,LAML
72687,PIK3CB,55083,TST,LAML
72687,PIK3CB,90465,TPSAB1,LAML
72687,PIK3CB,12970,TK1,LAML
72687,PIK3CB,64496,SSTR4,LAML
73095,COG5,29430,RAB1A,LAML
73095,COG5,10799,PTAR1,LAML
73127,CSF3R,93772,GALK1,LAML
73127,CSF3R,95418,HMGA1,LAML
73127,CSF3R,43050,DMPK,LAML
73127,CSF3R,43115,PTPRZ1,LAML
73127,CSF3R,94735,GMPS,LAML
73127,CSF3R,91579,MAPKAPK2,LAML
73127,CSF3R,53736,PRKCD,LAML
73127,CSF3R,22800,PIK3C2B,LAML
73127,CSF3R,3600,GCK,LAML
73127,CSF3R,82758,HMGCR,LAML
73668,UBE2D3,10799,PTAR1,LAML
73709,VPS54,29430,RAB1A,LAML
73709,VPS54,10799,PTAR1,LAML
73709,VPS54,50638,RAB1B,LAML
73780,FGFR3,7822,OXT,LAML
73780,FGFR3,25943,STMN1,LAML
73780,FGFR3,55810,PRKDC,LAML
73780,FGFR3,68307,POMC,LAML
73780,FGFR3,37681,PRKAR1A,LAML
73780,FGFR3,68194,PRKCZ,LAML
73856,MAPK12,38662,PIK3CG,LAML
73856,MAPK12,32837,SKP2,LAML
73856,MAPK12,2724,PKLR,LAML
73856,MAPK12,7822,OXT,LAML
73856,MAPK12,24195,SSTR5,LAML
73995,LIG1,31227,PARP1,LAML
73995,LIG1,88635,NAMPT,LAML
73995,LIG1,52722,MAP3K10,LAML
74331,AANAT,90676,BCKDK,LAML
74331,AANAT,48732,CDK12,LAML
74331,AANAT,47636,TOP1,LAML
74331,AANAT,76564,MAP2K5,LAML
74331,AANAT,12455,EHMT2,LAML
74331,AANAT,55323,EPHB4,LAML
74331,AANAT,89194,P2RY6,LAML
74469,NOS2,20190,PIK3R2,LAML
74469,NOS2,2724,PKLR,LAML
74469,NOS2,37681,PRKAR1A,LAML
74469,NOS2,34835,NPR2,LAML
74469,NOS2,7476,PPP1CC,LAML
74469,NOS2,28733,PRKCA,LAML
74469,NOS2,12683,SLC5A5,LAML
74469,NOS2,78927,NT5M,LAML
74469,NOS2,5572,SPHK2,LAML
74469,NOS2,38662,PIK3CG,LAML
74469,NOS2,68307,POMC,LAML
74469,NOS2,13799,PIM1,LAML
74774,PI4KB,10799,PTAR1,LAML
74945,CDC25A,41417,IL12A,LAML
74945,CDC25A,72687,PIK3CB,LAML
74945,CDC25A,65013,CKM,LAML
74945,CDC25A,32837,SKP2,LAML
74945,CDC25A,26824,MAP3K8,LAML
74945,CDC25A,53736,PRKCD,LAML
74945,CDC25A,12455,EHMT2,LAML
74945,CDC25A,89194,P2RY6,LAML
74945,CDC25A,22800,PIK3C2B,LAML
74945,CDC25A,12970,TK1,LAML
74945,CDC25A,91446,PLOD1,LAML
74945,CDC25A,42330,MASP2,LAML
74945,CDC25A,63218,KCNQ4,LAML
74945,CDC25A,7822,OXT,LAML
74945,CDC25A,71820,FABP4,LAML
74945,CDC25A,88859,SRC,LAML
74945,CDC25A,55198,CSNK1G2,LAML
74945,CDC25A,91579,MAPKAPK2,LAML
74945,CDC25A,74469,NOS2,LAML
74945,CDC25A,48812,NTRK1,LAML
74945,CDC25A,55899,HCRT,LAML
74945,CDC25A,44340,RELA,LAML
74945,CDC25A,95418,HMGA1,LAML
74945,CDC25A,24683,MAP4K1,LAML
74945,CDC25A,68194,PRKCZ,LAML
74945,CDC25A,55810,PRKDC,LAML
74945,CDC25A,23363,ERBB2,LAML
74945,CDC25A,18889,DBH,LAML
74945,CDC25A,38662,PIK3CG,LAML
74945,CDC25A,70642,CDKN1A,LAML
74945,CDC25A,53092,SLC16A8,LAML
74945,CDC25A,28872,NPEPPS,LAML
74945,CDC25A,63493,PRKAA1,LAML
74945,CDC25A,73780,FGFR3,LAML
74945,CDC25A,13799,PIM1,LAML
75580,COG8,29430,RAB1A,LAML
75900,SNAP23,10799,PTAR1,LAML
76564,MAP2K5,7476,PPP1CC,LAML
76564,MAP2K5,68194,PRKCZ,LAML
76564,MAP2K5,22800,PIK3C2B,LAML
76660,ATR,45768,CDK8,LAML
76660,ATR,88635,NAMPT,LAML
76660,ATR,65678,MST1R,LAML
76660,ATR,63493,PRKAA1,LAML
76660,ATR,44340,RELA,LAML
76660,ATR,50430,CIT,LAML
76691,SPTLC2,10799,PTAR1,LAML
78052,SEC23IP,10799,PTAR1,LAML
78052,SEC23IP,29430,RAB1A,LAML
78927,NT5M,12970,TK1,LAML
78927,NT5M,68194,PRKCZ,LAML
78927,NT5M,1483,PIK3CD,LAML
78973,GHSR,7822,OXT,LAML
78973,GHSR,64034,KSR1,LAML
80975,DOT1L,61862,MCL1,LAML
80975,DOT1L,92091,GRB2,LAML
80975,DOT1L,2724,PKLR,LAML
80975,DOT1L,42330,MASP2,LAML
80975,DOT1L,64034,KSR1,LAML
80975,DOT1L,65678,MST1R,LAML
82758,HMGCR,29711,PFKFB1,LAML
82758,HMGCR,1483,PIK3CD,LAML
82758,HMGCR,15507,PRSS8,LAML
82758,HMGCR,13799,PIM1,LAML
82758,HMGCR,63493,PRKAA1,LAML
83236,WDR62,7159,TMEM165,LAML
84311,MAPK8IP1,42330,MASP2,LAML
85047,GRIK5,52225,TYK2,LAML
85047,GRIK5,65458,SPHK1,LAML
85065,PNMT,24195,SSTR5,LAML
85065,PNMT,55083,TST,LAML
85188,PIK3CA,32837,SKP2,LAML
85188,PIK3CA,1483,PIK3CD,LAML
85188,PIK3CA,28733,PRKCA,LAML
85188,PIK3CA,2964,XPO1,LAML
85188,PIK3CA,87216,PIM2,LAML
86191,DCK,12455,EHMT2,LAML
86191,DCK,46366,GPX1,LAML
86191,DCK,29711,PFKFB1,LAML
86191,DCK,55810,PRKDC,LAML
86191,DCK,95418,HMGA1,LAML
86191,DCK,47636,TOP1,LAML
87216,PIM2,68194,PRKCZ,LAML
87216,PIM2,47636,TOP1,LAML
87320,DCXR,5572,SPHK2,LAML
87320,DCXR,14789,DDR2,LAML
87320,DCXR,47636,TOP1,LAML
87320,DCXR,72612,ITGA6,LAML
87320,DCXR,88434,PRKAB1,LAML
87320,DCXR,16910,TSPO,LAML
87320,DCXR,22800,PIK3C2B,LAML
87320,DCXR,12970,TK1,LAML
87320,DCXR,3294,PLA2G2E,LAML
87320,DCXR,73780,FGFR3,LAML
87381,AKT1,78973,GHSR,LAML
87381,AKT1,46366,GPX1,LAML
87381,AKT1,90465,TPSAB1,LAML
87381,AKT1,35992,FN3K,LAML
87381,AKT1,13799,PIM1,LAML
87381,AKT1,91579,MAPKAPK2,LAML
87381,AKT1,14537,AKT2,LAML
87381,AKT1,72933,RPS6KA4,LAML
87381,AKT1,19064,BCL2L1,LAML
87385,EDA,55810,PRKDC,LAML
87631,SLC35A2,10799,PTAR1,LAML
88434,PRKAB1,68866,TXN,LAML
88635,NAMPT,31227,PARP1,LAML
88635,NAMPT,39596,PTPRJ,LAML
88635,NAMPT,43474,RPS6KA2,LAML
88635,NAMPT,2964,XPO1,LAML
88635,NAMPT,68866,TXN,LAML
88859,SRC,52225,TYK2,LAML
88859,SRC,48812,NTRK1,LAML
89194,P2RY6,1483,PIK3CD,LAML
89194,P2RY6,39596,PTPRJ,LAML
89194,P2RY6,47636,TOP1,LAML
89194,P2RY6,90465,TPSAB1,LAML
89194,P2RY6,93822,SLC16A5,LAML
89194,P2RY6,94780,PRODH,LAML
90057,ITGB7,72207,PTPRE,LAML
90057,ITGB7,68307,POMC,LAML
90057,ITGB7,85065,PNMT,LAML
90057,ITGB7,94780,PRODH,LAML
90057,ITGB7,93935,NPR1,LAML
90057,ITGB7,9419,MAPK3,LAML
90057,ITGB7,78202,XIAP,LAML
90057,ITGB7,89194,P2RY6,LAML
90057,ITGB7,46714,KDM1A,LAML
90057,ITGB7,73856,MAPK12,LAML
90057,ITGB7,55083,TST,LAML
90057,ITGB7,59765,LCK,LAML
90057,ITGB7,26824,MAP3K8,LAML
90057,ITGB7,32163,MAP2K7,LAML
90057,ITGB7,63218,KCNQ4,LAML
90057,ITGB7,24683,MAP4K1,LAML
90057,ITGB7,7822,OXT,LAML
90181,IGF1R,73856,MAPK12,LAML
90181,IGF1R,1483,PIK3CD,LAML
90181,IGF1R,77445,TAOK2,LAML
90676,BCKDK,53736,PRKCD,LAML
90676,BCKDK,46366,GPX1,LAML
90676,BCKDK,41417,IL12A,LAML
90676,BCKDK,10708,CYP11B2,LAML
90676,BCKDK,16910,TSPO,LAML
90676,BCKDK,43783,MAP3K4,LAML
90676,BCKDK,12970,TK1,LAML
90676,BCKDK,43050,DMPK,LAML
91446,PLOD1,52897,UCK2,LAML
91579,MAPKAPK2,31227,PARP1,LAML
91579,MAPKAPK2,85188,PIK3CA,LAML
91579,MAPKAPK2,25943,STMN1,LAML
91579,MAPKAPK2,60761,PTP4A3,LAML
91579,MAPKAPK2,68194,PRKCZ,LAML
91579,MAPKAPK2,29711,PFKFB1,LAML
91579,MAPKAPK2,5572,SPHK2,LAML
91579,MAPKAPK2,3294,PLA2G2E,LAML
91887,SPTLC1,10799,PTAR1,LAML
92091,GRB2,12683,SLC5A5,LAML
92091,GRB2,15507,PRSS8,LAML
92223,PFKFB4,90465,TPSAB1,LAML
92223,PFKFB4,38662,PIK3CG,LAML
92524,CAMK2G,15507,PRSS8,LAML
92524,CAMK2G,53736,PRKCD,LAML
92524,CAMK2G,43050,DMPK,LAML
92524,CAMK2G,2724,PKLR,LAML
92524,CAMK2G,91579,MAPKAPK2,LAML
92524,CAMK2G,42330,MASP2,LAML
92524,CAMK2G,12970,TK1,LAML
92524,CAMK2G,12455,EHMT2,LAML
92524,CAMK2G,59765,LCK,LAML
92524,CAMK2G,64496,SSTR4,LAML
92524,CAMK2G,90373,UMPS,LAML
92524,CAMK2G,38662,PIK3CG,LAML
92524,CAMK2G,46366,GPX1,LAML
92524,CAMK2G,32163,MAP2K7,LAML
92524,CAMK2G,23363,ERBB2,LAML
92524,CAMK2G,72207,PTPRE,LAML
92524,CAMK2G,88859,SRC,LAML
92524,CAMK2G,43783,MAP3K4,LAML
92524,CAMK2G,26824,MAP3K8,LAML
92524,CAMK2G,71459,NR5A1,LAML
92524,CAMK2G,63493,PRKAA1,LAML
92524,CAMK2G,35992,FN3K,LAML
92524,CAMK2G,45768,CDK8,LAML
92524,CAMK2G,69296,PDK2,LAML
92524,CAMK2G,48881,CYP4F12,LAML
92524,CAMK2G,74469,NOS2,LAML
92524,CAMK2G,52225,TYK2,LAML
92524,CAMK2G,69689,CSK,LAML
92524,CAMK2G,32766,LTC4S,LAML
93772,GALK1,94780,PRODH,LAML
93772,GALK1,59765,LCK,LAML
93772,GALK1,47636,TOP1,LAML
93772,GALK1,68194,PRKCZ,LAML
93772,GALK1,32766,LTC4S,LAML
93772,GALK1,12683,SLC5A5,LAML
93822,SLC16A5,77445,TAOK2,LAML
93822,SLC16A5,12683,SLC5A5,LAML
93822,SLC16A5,90465,TPSAB1,LAML
93935,NPR1,68866,TXN,LAML
93935,NPR1,12970,TK1,LAML
93935,NPR1,94780,PRODH,LAML
93935,NPR1,90465,TPSAB1,LAML
94735,GMPS,9419,MAPK3,LAML
94735,GMPS,65458,SPHK1,LAML
94735,GMPS,69296,PDK2,LAML
94735,GMPS,65678,MST1R,LAML
94735,GMPS,88635,NAMPT,LAML
94735,GMPS,55810,PRKDC,LAML
94735,GMPS,28733,PRKCA,LAML
94780,PRODH,88859,SRC,LAML
94780,PRODH,25943,STMN1,LAML
94780,PRODH,55083,TST,LAML
94780,PRODH,12970,TK1,LAML
95069,CHD1,43050,DMPK,LAML
95069,CHD1,71820,FABP4,LAML
95069,CHD1,90373,UMPS,LAML
95069,CHD1,68194,PRKCZ,LAML
95069,CHD1,82758,HMGCR,LAML
95069,CHD1,38962,PTK6,LAML
95069,CHD1,29711,PFKFB1,LAML
95069,CHD1,80975,DOT1L,LAML
95069,CHD1,68307,POMC,LAML
95069,CHD1,32766,LTC4S,LAML
95069,CHD1,12970,TK1,LAML
95069,CHD1,87216,PIM2,LAML
95069,CHD1,38662,PIK3CG,LAML
95069,CHD1,65013,CKM,LAML
95185,CNTFR,72933,RPS6KA4,LAML
95185,CNTFR,71820,FABP4,LAML
95185,CNTFR,38662,PIK3CG,LAML
95418,HMGA1,12970,TK1,LAML
95418,HMGA1,52225,TYK2,LAML
95418,HMGA1,55810,PRKDC,LAML
95418,HMGA1,7822,OXT,LAML
95418,HMGA1,63218,KCNQ4,LAML
95418,HMGA1,63493,PRKAA1,LAML
