gene_a.identifier,gene_a.name,gene_b.identifier,gene_b.name,cancer
48554,DNAJB6,33598,BRCA1,BRCA
65983,ENPP6,55035,PTEN,BRCA
48472,SERPINA4,55035,PTEN,BRCA
48288,NIPAL2,33598,BRCA1,BRCA
48029,GK5,33598,BRCA1,BRCA
47941,TNIK,96301,TP53,BRCA
65592,ERCC4,30847,NFIB,BRCA
65592,ERCC4,38698,SYNE2,BRCA
48810,PARP10,33598,BRCA1,BRCA
51422,SQLE,33598,BRCA1,BRCA
29884,SMCP,33598,BRCA1,BRCA
51328,NEU3,33598,BRCA1,BRCA
51244,RNF112,55035,PTEN,BRCA
64261,MUC4,96301,TP53,BRCA
64318,SERPINI1,96301,TP53,BRCA
64351,KRT27,55035,PTEN,BRCA
64389,APOBEC2,55035,PTEN,BRCA
51236,PCDHGA2,46130,BRCA2,BRCA
59582,EVX2,55035,PTEN,BRCA
51078,PPP1R12A,46130,BRCA2,BRCA
50522,TAF2,33598,BRCA1,BRCA
46650,FNDC3B,96301,TP53,BRCA
49399,TMEM74,33598,BRCA1,BRCA
49362,ZFP82,33598,BRCA1,BRCA
47283,AGTR1,33598,BRCA1,BRCA
47325,KCTD8,55035,PTEN,BRCA
49345,HECW1,3375,ATM,BRCA
65159,NLRP8,55035,PTEN,BRCA
48520,AKR1C4,33598,BRCA1,BRCA
63897,GABRA1,55035,PTEN,BRCA
48029,GK5,46130,BRCA2,BRCA
47834,NCOA5,33598,BRCA1,BRCA
68091,CCT2,75430,RECQL4,BRCA
68091,CCT2,18242,DDB2,BRCA
68091,CCT2,81832,MSI2,BRCA
68091,CCT2,45416,NFKB2,BRCA
68091,CCT2,83111,PER1,BRCA
68091,CCT2,11653,RPL22,BRCA
68091,CCT2,8129,EXT1,BRCA
68091,CCT2,11687,PBX1,BRCA
68091,CCT2,85534,TSC1,BRCA
68091,CCT2,89060,NOTCH2,BRCA
68091,CCT2,26310,IL6ST,BRCA
47825,PIK3C3,5964,FH,BRCA
68091,CCT2,3797,PTCH1,BRCA
68091,CCT2,30847,NFIB,BRCA
68091,CCT2,27715,MLH1,BRCA
68091,CCT2,94589,WRN,BRCA
68091,CCT2,67614,FBN1,BRCA
68091,CCT2,89801,HERPUD1,BRCA
68091,CCT2,93063,MET,BRCA
68091,CCT2,38698,SYNE2,BRCA
68091,CCT2,26275,PIK3R1,BRCA
68091,CCT2,5964,FH,BRCA
47825,PIK3C3,30847,NFIB,BRCA
66253,ANAPC5,55035,PTEN,BRCA
66388,ATP11A,46130,BRCA2,BRCA
47825,PIK3C3,11687,PBX1,BRCA
67000,HTR3C,55035,PTEN,BRCA
67272,DPYS,55035,PTEN,BRCA
67272,DPYS,96301,TP53,BRCA
67471,MTSS1,96301,TP53,BRCA
67512,ANKRD46,96301,TP53,BRCA
47825,PIK3C3,7978,BRIP1,BRCA
47825,PIK3C3,67614,FBN1,BRCA
68079,DHRS13,44924,ELK4,BRCA
68079,DHRS13,30847,NFIB,BRCA
68079,DHRS13,94589,WRN,BRCA
68079,DHRS13,83801,TRIP11,BRCA
68079,DHRS13,75430,RECQL4,BRCA
68079,DHRS13,45416,NFKB2,BRCA
68091,CCT2,17659,SS18L1,BRCA
68091,CCT2,44924,ELK4,BRCA
48684,ACTL6A,33598,BRCA1,BRCA
18839,MAP3K1,75430,RECQL4,BRCA
60862,NARS2,27715,MLH1,BRCA
18839,MAP3K1,45416,NFKB2,BRCA
10222,PTCH2,33598,BRCA1,BRCA
10145,CAPRIN2,33598,BRCA1,BRCA
9928,DCUN1D1,33598,BRCA1,BRCA
88661,EFNB2,55035,PTEN,BRCA
88718,CXCR2,55035,PTEN,BRCA
9300,PTX3,33598,BRCA1,BRCA
9296,TM4SF19,33598,BRCA1,BRCA
9246,GATAD2B,33598,BRCA1,BRCA
9222,ZC3H12A,55035,PTEN,BRCA
9221,DNAH5,33598,BRCA1,BRCA
8557,SDHAP1,33598,BRCA1,BRCA
8386,SVIL,55035,PTEN,BRCA
7394,ZNF517,33598,BRCA1,BRCA
7394,ZNF517,96301,TP53,BRCA
89118,NR4A3,55035,PTEN,BRCA
55861,NFIL3,55035,PTEN,BRCA
89778,ODAM,55035,PTEN,BRCA
10345,ZNF792,33598,BRCA1,BRCA
55526,NUP205,31227,PARP1,BRCA
10424,TM9SF3,55035,PTEN,BRCA
10636,ZNF614,46130,BRCA2,BRCA
86686,CSMD3,96301,TP53,BRCA
86966,RSPO2,96301,TP53,BRCA
86996,RTP1,96301,TP53,BRCA
87077,COX6C,96301,TP53,BRCA
12549,SOX14,33598,BRCA1,BRCA
12333,DSG4,46130,BRCA2,BRCA
12332,UGT1A8,46130,BRCA2,BRCA
11360,XIRP1,55035,PTEN,BRCA
11283,RTEL1,33598,BRCA1,BRCA
11073,RLN2,55035,PTEN,BRCA
10779,CDH26,33598,BRCA1,BRCA
10768,NCOA4,46130,BRCA2,BRCA
10764,TRA2B,33598,BRCA1,BRCA
87827,RNF19A,96301,TP53,BRCA
10708,CYP11B2,33598,BRCA1,BRCA
88517,CEND1,55035,PTEN,BRCA
10636,ZNF614,3375,ATM,BRCA
10481,PAAF1,33598,BRCA1,BRCA
12677,SERPINH1,33598,BRCA1,BRCA
90077,MTRF1L,85534,TSC1,BRCA
90077,MTRF1L,17659,SS18L1,BRCA
90775,BIRC3,30847,NFIB,BRCA
90775,BIRC3,7978,BRIP1,BRCA
90775,BIRC3,5964,FH,BRCA
90775,BIRC3,38698,SYNE2,BRCA
90775,BIRC3,44924,ELK4,BRCA
90775,BIRC3,45416,NFKB2,BRCA
90775,BIRC3,81451,SDHB,BRCA
90775,BIRC3,17659,SS18L1,BRCA
90775,BIRC3,21674,CCND2,BRCA
90775,BIRC3,11687,PBX1,BRCA
90775,BIRC3,26310,IL6ST,BRCA
90775,BIRC3,83801,TRIP11,BRCA
55191,KRT84,55035,PTEN,BRCA
91054,HTR3D,96301,TP53,BRCA
91168,AZIN1,96301,TP53,BRCA
91168,AZIN1,33598,BRCA1,BRCA
6617,MFN1,33598,BRCA1,BRCA
90775,BIRC3,83111,PER1,BRCA
90077,MTRF1L,81451,SDHB,BRCA
90775,BIRC3,85534,TSC1,BRCA
90775,BIRC3,94589,WRN,BRCA
90077,MTRF1L,94589,WRN,BRCA
90077,MTRF1L,30847,NFIB,BRCA
90077,MTRF1L,3797,PTCH1,BRCA
90077,MTRF1L,45416,NFKB2,BRCA
90077,MTRF1L,83801,TRIP11,BRCA
90077,MTRF1L,11653,RPL22,BRCA
90134,ATP11B,46130,BRCA2,BRCA
90134,ATP11B,33598,BRCA1,BRCA
90134,ATP11B,96301,TP53,BRCA
90333,LRRC15,96301,TP53,BRCA
90775,BIRC3,3797,PTCH1,BRCA
90775,BIRC3,41301,EZH2,BRCA
90775,BIRC3,89060,NOTCH2,BRCA
90775,BIRC3,26275,PIK3R1,BRCA
90775,BIRC3,75430,RECQL4,BRCA
90775,BIRC3,14051,SUFU,BRCA
90775,BIRC3,67614,FBN1,BRCA
90775,BIRC3,81832,MSI2,BRCA
91482,IL13,55035,PTEN,BRCA
13252,ZFP36,46130,BRCA2,BRCA
13398,NMNAT3,33598,BRCA1,BRCA
83044,MCPH1,30847,NFIB,BRCA
83044,MCPH1,45416,NFKB2,BRCA
83044,MCPH1,83801,TRIP11,BRCA
83044,MCPH1,81832,MSI2,BRCA
83044,MCPH1,11653,RPL22,BRCA
83044,MCPH1,85534,TSC1,BRCA
18839,MAP3K1,67614,FBN1,BRCA
83555,SLC30A8,96301,TP53,BRCA
18839,MAP3K1,89801,HERPUD1,BRCA
84448,IMPA1,55035,PTEN,BRCA
84521,EHHADH,55035,PTEN,BRCA
18839,MAP3K1,44924,ELK4,BRCA
84776,BCL10,85534,TSC1,BRCA
84776,BCL10,83111,PER1,BRCA
84776,BCL10,44924,ELK4,BRCA
84776,BCL10,21674,CCND2,BRCA
84776,BCL10,30847,NFIB,BRCA
83044,MCPH1,3797,PTCH1,BRCA
84776,BCL10,10306,COL1A1,BRCA
83044,MCPH1,94589,WRN,BRCA
83044,MCPH1,75430,RECQL4,BRCA
82183,NOL4,55035,PTEN,BRCA
18996,LMO2,10306,COL1A1,BRCA
18839,MAP3K1,18242,DDB2,BRCA
18839,MAP3K1,21674,CCND2,BRCA
18839,MAP3K1,26310,IL6ST,BRCA
18839,MAP3K1,7978,BRIP1,BRCA
18839,MAP3K1,5964,FH,BRCA
83044,MCPH1,14051,SUFU,BRCA
83044,MCPH1,27715,MLH1,BRCA
83044,MCPH1,26275,PIK3R1,BRCA
83044,MCPH1,83111,PER1,BRCA
83044,MCPH1,93063,MET,BRCA
83044,MCPH1,81402,NF1,BRCA
83044,MCPH1,17659,SS18L1,BRCA
83044,MCPH1,11687,PBX1,BRCA
83044,MCPH1,38698,SYNE2,BRCA
83044,MCPH1,89060,NOTCH2,BRCA
83044,MCPH1,96262,NDRG1,BRCA
13289,PLD5,46130,BRCA2,BRCA
84776,BCL10,8129,EXT1,BRCA
84776,BCL10,94589,WRN,BRCA
16415,OR2D2,46130,BRCA2,BRCA
16398,TSPYL5,33598,BRCA1,BRCA
16347,PDCD10,33598,BRCA1,BRCA
16160,TAS2R38,46130,BRCA2,BRCA
16047,TNFSF15,46130,BRCA2,BRCA
85646,CSF3,55035,PTEN,BRCA
15447,INTS4,33598,BRCA1,BRCA
86082,DRD1,55035,PTEN,BRCA
86100,LRTM1,55035,PTEN,BRCA
15439,SOHLH2,55035,PTEN,BRCA
75244,TMEM65,96301,TP53,BRCA
86177,MTOR,55035,PTEN,BRCA
15293,RIT2,55035,PTEN,BRCA
14365,DDX49,33598,BRCA1,BRCA
14152,CLIP3,33598,BRCA1,BRCA
14139,OPLAH,33598,BRCA1,BRCA
14090,SLC17A9,33598,BRCA1,BRCA
16431,SLC26A5,55035,PTEN,BRCA
84776,BCL10,14051,SUFU,BRCA
16910,TSPO,55035,PTEN,BRCA
17153,RPL35A,33598,BRCA1,BRCA
84776,BCL10,89060,NOTCH2,BRCA
84776,BCL10,45416,NFKB2,BRCA
84776,BCL10,75430,RECQL4,BRCA
84776,BCL10,89801,HERPUD1,BRCA
84776,BCL10,17659,SS18L1,BRCA
84776,BCL10,83801,TRIP11,BRCA
18839,MAP3K1,41301,EZH2,BRCA
18757,STAC3,55035,PTEN,BRCA
18449,GPR171,33598,BRCA1,BRCA
18438,TBX4,55035,PTEN,BRCA
18084,FYTTD1,33598,BRCA1,BRCA
17845,EPHB3,33598,BRCA1,BRCA
17659,SS18L1,33598,BRCA1,BRCA
85002,MYH2,55035,PTEN,BRCA
17657,NDST4,46130,BRCA2,BRCA
17530,GPR160,33598,BRCA1,BRCA
17461,SRD5A2,55035,PTEN,BRCA
17092,THRSP,33598,BRCA1,BRCA
82173,SI,96301,TP53,BRCA
6603,FLI1,8129,EXT1,BRCA
6603,FLI1,41301,EZH2,BRCA
94093,TOP1MT,96301,TP53,BRCA
94105,BCL6,33598,BRCA1,BRCA
89381,PARG,46130,BRCA2,BRCA
89600,KIAA0355,33598,BRCA1,BRCA
3019,EIF5A2,96301,TP53,BRCA
2901,BIRC7,33598,BRCA1,BRCA
2823,GP5,96301,TP53,BRCA
89657,PTPRN2,33598,BRCA1,BRCA
2716,NPAS4,55035,PTEN,BRCA
89852,TRIM24,33598,BRCA1,BRCA
90077,MTRF1L,5964,FH,BRCA
2330,ANKRD1,55035,PTEN,BRCA
2321,ORM2,55035,PTEN,BRCA
90077,MTRF1L,93063,MET,BRCA
90077,MTRF1L,27715,MLH1,BRCA
90077,MTRF1L,26310,IL6ST,BRCA
90077,MTRF1L,7978,BRIP1,BRCA
89252,TSLP,55035,PTEN,BRCA
90077,MTRF1L,30247,ARHGEF12,BRCA
89238,RRAS,55035,PTEN,BRCA
89147,TRPS1,96301,TP53,BRCA
87690,KCTD21,33598,BRCA1,BRCA
87860,PRPF6,33598,BRCA1,BRCA
4242,OR2T10,55035,PTEN,BRCA
4161,GNB4,96301,TP53,BRCA
87866,LGI4,33598,BRCA1,BRCA
92855,AMT,55035,PTEN,BRCA
87967,IGSF10,33598,BRCA1,BRCA
88091,ZC3HAV1,33598,BRCA1,BRCA
92893,PHF1,55035,PTEN,BRCA
88566,SYT6,55035,PTEN,BRCA
88718,CXCR2,46130,BRCA2,BRCA
93278,FOXH1,96301,TP53,BRCA
95696,CPNE6,55035,PTEN,BRCA
89066,SPATA16,33598,BRCA1,BRCA
3375,ATM,96301,TP53,BRCA
89118,NR4A3,46130,BRCA2,BRCA
3375,ATM,31227,PARP1,BRCA
95389,NPPA,55035,PTEN,BRCA
87637,PGPEP1,33598,BRCA1,BRCA
90077,MTRF1L,81832,MSI2,BRCA
90328,IGF2BP2,33598,BRCA1,BRCA
1519,CHRNA2,55035,PTEN,BRCA
93148,SND1,55035,PTEN,BRCA
93371,TRPC4,55035,PTEN,BRCA
94654,SLC22A2,55035,PTEN,BRCA
94672,PDLIM5,3375,ATM,BRCA
94735,GMPS,33598,BRCA1,BRCA
94876,TAOK3,55035,PTEN,BRCA
94918,TRDN,55035,PTEN,BRCA
94672,PDLIM5,55035,PTEN,BRCA
95584,SLC39A2,55035,PTEN,BRCA
96262,NDRG1,33598,BRCA1,BRCA
96301,TP53,92347,PAK3,BRCA
96301,TP53,67619,CSNK1E,BRCA
96301,TP53,86335,CHEK2,BRCA
96301,TP53,85188,PIK3CA,BRCA
96301,TP53,49928,SGK2,BRCA
96301,TP53,91579,MAPKAPK2,BRCA
1561,BEND2,55035,PTEN,BRCA
2220,ARHGEF2,33598,BRCA1,BRCA
93069,RASA2,33598,BRCA1,BRCA
93064,ZNF775,33598,BRCA1,BRCA
90426,CALR,33598,BRCA1,BRCA
90671,POLD1,31227,PARP1,BRCA
90802,SEMA4G,55035,PTEN,BRCA
90812,FAM187B,33598,BRCA1,BRCA
91461,RXFP1,46130,BRCA2,BRCA
91511,UTS2,55035,PTEN,BRCA
91745,TGM7,55035,PTEN,BRCA
94346,AKAP7,55035,PTEN,BRCA
92026,EVX1,3375,ATM,BRCA
92034,PLVAP,33598,BRCA1,BRCA
92110,SLC45A3,3375,ATM,BRCA
92110,SLC45A3,55035,PTEN,BRCA
92121,SDC2,33598,BRCA1,BRCA
92204,COMMD5,33598,BRCA1,BRCA
92468,OPA1,33598,BRCA1,BRCA
92636,KCTD15,33598,BRCA1,BRCA
94377,P2RX2,55035,PTEN,BRCA
1836,EFR3A,96301,TP53,BRCA
6603,FLI1,21674,CCND2,BRCA
92778,AKAP8,96301,TP53,BRCA
87021,BST2,33598,BRCA1,BRCA
92524,CAMK2G,55035,PTEN,BRCA
3131,HOXA13,46130,BRCA2,BRCA
3105,PABPC1,33598,BRCA1,BRCA
3089,SLITRK3,55035,PTEN,BRCA
3089,SLITRK3,33598,BRCA1,BRCA
2649,MRPL47,33598,BRCA1,BRCA
1629,SLC7A13,46130,BRCA2,BRCA
1629,SLC7A13,33598,BRCA1,BRCA
1481,FBXL7,33598,BRCA1,BRCA
1014,DNAJB11,33598,BRCA1,BRCA
865,COPB2,33598,BRCA1,BRCA
519,CTAG2,33598,BRCA1,BRCA
484,ZNF511,55035,PTEN,BRCA
386,MBNL1,33598,BRCA1,BRCA
28,TG,3375,ATM,BRCA
96262,NDRG1,96301,TP53,BRCA
96246,FOSL1,55035,PTEN,BRCA
3572,SMPDL3A,55035,PTEN,BRCA
83555,SLC30A8,33598,BRCA1,BRCA
4161,GNB4,33598,BRCA1,BRCA
4533,YEATS4,33598,BRCA1,BRCA
6603,FLI1,67614,FBN1,BRCA
6603,FLI1,44924,ELK4,BRCA
6603,FLI1,18242,DDB2,BRCA
6603,FLI1,7978,BRIP1,BRCA
6603,FLI1,5964,FH,BRCA
91602,NLRP12,55035,PTEN,BRCA
6353,SLC38A11,3375,ATM,BRCA
6345,EPPK1,33598,BRCA1,BRCA
6217,MCCC1,33598,BRCA1,BRCA
6098,LRRC31,33598,BRCA1,BRCA
5578,NLGN3,46130,BRCA2,BRCA
5500,FFAR2,33598,BRCA1,BRCA
5105,TMEM209,33598,BRCA1,BRCA
4796,PLEKHF2,33598,BRCA1,BRCA
4759,RGS19,33598,BRCA1,BRCA
4688,THPO,33598,BRCA1,BRCA
92468,OPA1,96301,TP53,BRCA
4420,MECP2,33598,BRCA1,BRCA
4786,LCN6,55035,PTEN,BRCA
83578,TRPV6,33598,BRCA1,BRCA
6764,MYLK,55035,PTEN,BRCA
6345,EPPK1,96301,TP53,BRCA
6217,MCCC1,96301,TP53,BRCA
6098,LRRC31,96301,TP53,BRCA
85344,PIGZ,33598,BRCA1,BRCA
96098,PHC3,96301,TP53,BRCA
85442,CLVS2,3375,ATM,BRCA
85797,TLK2,46130,BRCA2,BRCA
85919,KCTD14,33598,BRCA1,BRCA
5578,NLGN3,55035,PTEN,BRCA
86082,DRD1,46130,BRCA2,BRCA
86201,WDR37,33598,BRCA1,BRCA
86250,CA3,33598,BRCA1,BRCA
86686,CSMD3,46130,BRCA2,BRCA
86686,CSMD3,33598,BRCA1,BRCA
86736,MYNN,33598,BRCA1,BRCA
86742,XRCC1,31227,PARP1,BRCA
86980,NOS1,3375,ATM,BRCA
6603,FLI1,14051,SUFU,BRCA
6782,EIF3H,96301,TP53,BRCA
6603,FLI1,27715,MLH1,BRCA
6603,FLI1,85534,TSC1,BRCA
84085,SMAD9,55035,PTEN,BRCA
84278,SCN1B,33598,BRCA1,BRCA
84521,EHHADH,33598,BRCA1,BRCA
85188,PIK3CA,33598,BRCA1,BRCA
6603,FLI1,89060,NOTCH2,BRCA
6603,FLI1,3797,PTCH1,BRCA
6603,FLI1,11653,RPL22,BRCA
6603,FLI1,30847,NFIB,BRCA
6603,FLI1,26275,PIK3R1,BRCA
6603,FLI1,81832,MSI2,BRCA
6603,FLI1,45416,NFKB2,BRCA
6603,FLI1,94589,WRN,BRCA
6603,FLI1,81451,SDHB,BRCA
6603,FLI1,38698,SYNE2,BRCA
6603,FLI1,75430,RECQL4,BRCA
6603,FLI1,17659,SS18L1,BRCA
6603,FLI1,83801,TRIP11,BRCA
6603,FLI1,83111,PER1,BRCA
82014,LRRC34,96301,TP53,BRCA
43319,MYOCD,55035,PTEN,BRCA
81264,MON1B,55035,PTEN,BRCA
73661,DDX10,21674,CCND2,BRCA
14139,OPLAH,96301,TP53,BRCA
73661,DDX10,18242,DDB2,BRCA
14099,ASB10,55035,PTEN,BRCA
73661,DDX10,7978,BRIP1,BRCA
22661,THYN1,55035,PTEN,BRCA
73709,VPS54,46130,BRCA2,BRCA
22564,BRD9,33598,BRCA1,BRCA
13563,PRIM2,55035,PTEN,BRCA
13498,NEFM,55035,PTEN,BRCA
73709,VPS54,55035,PTEN,BRCA
22396,RNF113B,55035,PTEN,BRCA
22361,PMVK,31227,PARP1,BRCA
74125,SH3RF1,3375,ATM,BRCA
77117,LSAMP,55035,PTEN,BRCA
81438,ZBTB48,55035,PTEN,BRCA
81216,MEN1,67614,FBN1,BRCA
81216,MEN1,21674,CCND2,BRCA
10478,TNFSF10,96301,TP53,BRCA
81216,MEN1,7978,BRIP1,BRCA
81216,MEN1,41301,EZH2,BRCA
81216,MEN1,44924,ELK4,BRCA
81216,MEN1,5964,FH,BRCA
80766,SLC27A1,33598,BRCA1,BRCA
80442,SLC37A3,33598,BRCA1,BRCA
74125,SH3RF1,46130,BRCA2,BRCA
80334,GRIN3A,3375,ATM,BRCA
74524,GALNT11,33598,BRCA1,BRCA
74563,SCHIP1,33598,BRCA1,BRCA
74647,ZFPM2,96301,TP53,BRCA
9866,GALR1,55035,PTEN,BRCA
73643,GRK7,33598,BRCA1,BRCA
73545,YWHAZ,96301,TP53,BRCA
81807,ZNF615,3375,ATM,BRCA
14905,DUOXA2,55035,PTEN,BRCA
14890,KLK15,55035,PTEN,BRCA
72146,TMEM132D,46130,BRCA2,BRCA
72320,SLC10A7,3375,ATM,BRCA
72531,CHRD,33598,BRCA1,BRCA
83044,MCPH1,7978,BRIP1,BRCA
8953,GPT,96301,TP53,BRCA
8971,PRKAG3,55035,PTEN,BRCA
83044,MCPH1,5964,FH,BRCA
83044,MCPH1,18242,DDB2,BRCA
9111,ENPP2,96301,TP53,BRCA
72563,ZFHX3,55035,PTEN,BRCA
14671,OXR1,96301,TP53,BRCA
72563,ZFHX3,46130,BRCA2,BRCA
76435,CACNA1S,55035,PTEN,BRCA
12092,ABCC4,41301,EZH2,BRCA
72765,SLC6A18,33598,BRCA1,BRCA
81908,DECR1,33598,BRCA1,BRCA
82218,SERPINB3,46130,BRCA2,BRCA
82218,SERPINB3,55035,PTEN,BRCA
82500,TTC26,33598,BRCA1,BRCA
82539,ZNF707,96301,TP53,BRCA
82708,DMXL1,3375,ATM,BRCA
74765,EPHA5,3375,ATM,BRCA
77231,CRYGS,96301,TP53,BRCA
82848,TIPARP,55035,PTEN,BRCA
82848,TIPARP,46130,BRCA2,BRCA
9300,PTX3,96301,TP53,BRCA
23139,CYP11B1,33598,BRCA1,BRCA
9296,TM4SF19,96301,TP53,BRCA
73037,SERPINB11,55035,PTEN,BRCA
73402,SMC4,33598,BRCA1,BRCA
15385,CD38,55035,PTEN,BRCA
74765,EPHA5,46130,BRCA2,BRCA
76660,ATR,33598,BRCA1,BRCA
12092,ABCC4,83801,TRIP11,BRCA
12092,ABCC4,81832,MSI2,BRCA
12429,CHRNA4,96301,TP53,BRCA
12092,ABCC4,30847,NFIB,BRCA
12333,DSG4,55035,PTEN,BRCA
12092,ABCC4,85534,TSC1,BRCA
77510,PRODH2,33598,BRCA1,BRCA
12092,ABCC4,44924,ELK4,BRCA
12092,ABCC4,81402,NF1,BRCA
12092,ABCC4,9176,RB1,BRCA
12092,ABCC4,38698,SYNE2,BRCA
77636,CLSTN2,33598,BRCA1,BRCA
12092,ABCC4,17659,SS18L1,BRCA
12092,ABCC4,14051,SUFU,BRCA
12092,ABCC4,45416,NFKB2,BRCA
12092,ABCC4,94589,WRN,BRCA
12092,ABCC4,11687,PBX1,BRCA
12092,ABCC4,27715,MLH1,BRCA
12092,ABCC4,18242,DDB2,BRCA
12092,ABCC4,83111,PER1,BRCA
12092,ABCC4,26310,IL6ST,BRCA
12092,ABCC4,26275,PIK3R1,BRCA
12092,ABCC4,3797,PTCH1,BRCA
12092,ABCC4,5964,FH,BRCA
12092,ABCC4,89060,NOTCH2,BRCA
12092,ABCC4,81451,SDHB,BRCA
12092,ABCC4,7978,BRIP1,BRCA
12092,ABCC4,8129,EXT1,BRCA
12092,ABCC4,75430,RECQL4,BRCA
12092,ABCC4,90958,MITF,BRCA
12092,ABCC4,21674,CCND2,BRCA
12092,ABCC4,67614,FBN1,BRCA
12092,ABCC4,89801,HERPUD1,BRCA
12092,ABCC4,93063,MET,BRCA
12796,AMACR,55035,PTEN,BRCA
10708,CYP11B2,96301,TP53,BRCA
79981,KLHL24,33598,BRCA1,BRCA
79500,RHPN2,33598,BRCA1,BRCA
79460,GIMAP1,33598,BRCA1,BRCA
79423,KCNQ3,33598,BRCA1,BRCA
79322,NFIX,33598,BRCA1,BRCA
78989,KHDRBS3,33598,BRCA1,BRCA
75224,GOLM1,3375,ATM,BRCA
75306,GPR87,33598,BRCA1,BRCA
75519,E2F5,33598,BRCA1,BRCA
78888,PBOV1,46130,BRCA2,BRCA
78867,FXYD1,33598,BRCA1,BRCA
78858,STK35,31227,PARP1,BRCA
78531,FRMPD4,46130,BRCA2,BRCA
78531,FRMPD4,3375,ATM,BRCA
11148,MYOM2,55035,PTEN,BRCA
11915,OPTC,55035,PTEN,BRCA
76799,TPRG1,96301,TP53,BRCA
76660,ATR,96301,TP53,BRCA
75985,THOP1,55035,PTEN,BRCA
76660,ATR,31227,PARP1,BRCA
11877,SLC25A32,96301,TP53,BRCA
74827,YIPF1,55035,PTEN,BRCA
75870,CTSZ,33598,BRCA1,BRCA
75641,CLDN11,33598,BRCA1,BRCA
21804,LRRTM3,46130,BRCA2,BRCA
21730,YEATS2,33598,BRCA1,BRCA
11432,OSR2,96301,TP53,BRCA
78171,GDF7,3375,ATM,BRCA
11179,FAM135B,96301,TP53,BRCA
81681,ATP6V1G3,55035,PTEN,BRCA
72146,TMEM132D,55035,PTEN,BRCA
72687,PIK3CB,33598,BRCA1,BRCA
23192,RBM12B,33598,BRCA1,BRCA
20104,SALL3,3375,ATM,BRCA
79003,NAAA,55035,PTEN,BRCA
79263,SKIL,96301,TP53,BRCA
17530,GPR160,96301,TP53,BRCA
79267,NCALD,96301,TP53,BRCA
20031,PLA2G4D,46130,BRCA2,BRCA
79615,FOXQ1,96301,TP53,BRCA
19925,UBR5,96301,TP53,BRCA
80356,CCDC27,55035,PTEN,BRCA
80639,PHOX2B,55035,PTEN,BRCA
19768,GNAS,33598,BRCA1,BRCA
19556,FATE1,33598,BRCA1,BRCA
66086,TRAPPC9,96301,TP53,BRCA
19137,MYC,33598,BRCA1,BRCA
56237,GNE,55035,PTEN,BRCA
66369,MRPL13,33598,BRCA1,BRCA
19022,COPE,33598,BRCA1,BRCA
20137,STAC,55035,PTEN,BRCA
75430,RECQL4,96301,TP53,BRCA
75528,PGC,55035,PTEN,BRCA
77788,NLGN1,96301,TP53,BRCA
66668,HTR4,46130,BRCA2,BRCA
21151,GIMAP6,33598,BRCA1,BRCA
77960,OR2C3,55035,PTEN,BRCA
78131,ISL1,55035,PTEN,BRCA
78316,GCNT2,55035,PTEN,BRCA
72024,ZNF69,33598,BRCA1,BRCA
21061,LIG3,46130,BRCA2,BRCA
78531,FRMPD4,55035,PTEN,BRCA
78667,MTDH,96301,TP53,BRCA
78707,B3GALT2,55035,PTEN,BRCA
20981,USP13,96301,TP53,BRCA
20932,ZNF491,33598,BRCA1,BRCA
20770,CEBPG,33598,BRCA1,BRCA
20366,OR51T1,3375,ATM,BRCA
66739,NPHS1,33598,BRCA1,BRCA
81148,HBEGF,55035,PTEN,BRCA
81216,MEN1,38698,SYNE2,BRCA
64926,RCAN3,55035,PTEN,BRCA
18839,MAP3K1,17659,SS18L1,BRCA
18839,MAP3K1,83111,PER1,BRCA
18839,MAP3K1,85534,TSC1,BRCA
81216,MEN1,26275,PIK3R1,BRCA
18839,MAP3K1,14051,SUFU,BRCA
81216,MEN1,83111,PER1,BRCA
18839,MAP3K1,30847,NFIB,BRCA
81216,MEN1,9176,RB1,BRCA
81216,MEN1,85534,TSC1,BRCA
81216,MEN1,14051,SUFU,BRCA
81216,MEN1,27715,MLH1,BRCA
81216,MEN1,11653,RPL22,BRCA
18839,MAP3K1,11687,PBX1,BRCA
18839,MAP3K1,9176,RB1,BRCA
18585,MAML2,81832,MSI2,BRCA
65553,KRBA1,33598,BRCA1,BRCA
81216,MEN1,81451,SDHB,BRCA
18585,MAML2,26275,PIK3R1,BRCA
81216,MEN1,11687,PBX1,BRCA
17657,NDST4,55035,PTEN,BRCA
81216,MEN1,81832,MSI2,BRCA
17893,AMPD3,46130,BRCA2,BRCA
65505,PPP1R3D,33598,BRCA1,BRCA
18585,MAML2,30847,NFIB,BRCA
81216,MEN1,75430,RECQL4,BRCA
81216,MEN1,3797,PTCH1,BRCA
81216,MEN1,17659,SS18L1,BRCA
81216,MEN1,45416,NFKB2,BRCA
81216,MEN1,30847,NFIB,BRCA
81216,MEN1,89060,NOTCH2,BRCA
81216,MEN1,90958,MITF,BRCA
81216,MEN1,81402,NF1,BRCA
81216,MEN1,94589,WRN,BRCA
81216,MEN1,83801,TRIP11,BRCA
67000,HTR3C,33598,BRCA1,BRCA
12092,ABCC4,11653,RPL22,BRCA
67232,RECQL,33598,BRCA1,BRCA
83044,MCPH1,44924,ELK4,BRCA
70437,MPP5,46130,BRCA2,BRCA
83044,MCPH1,41301,EZH2,BRCA
68079,DHRS13,7978,BRIP1,BRCA
83044,MCPH1,21674,CCND2,BRCA
